Date (YYYY-MM-DD),Carrier Code,Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
2020-01-18,DL,1139,N369NW,ATL,-4
2020-01-18,DL,1421,N362NB,DTW,-6
2020-01-18,DL,1515,N301NB,MSP,40
2020-01-18,DL,1631,N713TW,LAX,-2
2020-01-18,DL,1730,N995AT,JFK,184
2020-01-18,DL,1764,N341NW,MSP,7
2020-01-18,DL,1960,N360NW,DTW,-5
2020-01-18,DL,2086,N899AT,JFK,-4
2020-01-18,DL,2238,N367DN,ATL,-4
2020-01-18,DL,2349,N328DN,ATL,-1
2020-01-18,DL,2594,N306DN,ATL,2
2020-01-18,DL,2602,N384DN,ATL,-2
2020-01-18,DL,2638,N363DN,ATL,-1
2020-01-18,DL,2945,N331NW,DTW,-8
2021-01-18,DL,317,N538US,LAX,-5
2021-01-18,DL,416,N355DN,ATL,-1
2021-01-18,DL,432,N393DN,ATL,-5
2021-01-18,DL,440,N373NW,ATL,-8
2021-01-18,DL,457,N373NW,ATL,-6
2021-01-18,DL,464,N371DN,ATL,-6
2021-01-18,DL,476,N320DN,ATL,6
2021-01-18,DL,777,N3760C,SLC,-8
2021-01-18,DL,1405,N337NW,MSP,-7
2021-01-18,DL,1559,N336NB,DTW,-7
2021-01-18,DL,2006,N336NB,DTW,-6
2021-01-18,DL,2226,N365NW,ATL,-7
2021-01-18,DL,2276,N355NB,DTW,-5
2022-01-18,DL,306,N365DN,ATL,-9
2022-01-18,DL,307,N390DN,ATL,-7
2022-01-18,DL,342,N706TW,LAX,-3
2022-01-18,DL,361,N315DN,ATL,-12
2022-01-18,DL,395,N378NW,ATL,-8
2022-01-18,DL,418,N302DN,ATL,-5
2022-01-18,DL,457,N376NW,ATL,8
2022-01-18,DL,459,N114DN,ATL,-8
2022-01-18,DL,464,N358NW,ATL,8
2022-01-18,DL,528,N377NW,ATL,-4
2022-01-18,DL,538,N331DN,ATL,6
2022-01-18,DL,760,N667DN,SLC,-4
2022-01-18,DL,1343,N324NB,MSP,-4
2022-01-18,DL,1530,N346NB,DTW,-10
2022-01-18,DL,1637,N136DQ,DTW,-9
2022-01-18,DL,1740,N345NW,MSP,-7
2022-01-18,DL,2244,N352DN,MSP,-7
2022-01-18,DL,2289,N360NB,MSP,-5
2022-01-18,DL,2623,N110DU,DTW,39
2022-01-18,DL,2660,N383DZ,ATL,-8
2022-01-18,DL,2675,N369NW,MSP,-6
2022-01-18,DL,2885,N137DU,DTW,-6
2022-01-18,DL,2995,N338DN,DTW,-11
2023-01-18,DL,316,N378NW,ATL,-10
2023-01-18,DL,380,N712TW,LAX,-4
2023-01-18,DL,392,N348NW,ATL,-6
2023-01-18,DL,410,N308DN,ATL,-5
2023-01-18,DL,455,N328NW,ATL,0
2023-01-18,DL,513,N378NW,ATL,4
2023-01-18,DL,665,N350NA,ATL,148
2023-01-18,DL,683,N526DE,SLC,19
2023-01-18,DL,687,N363NW,ATL,-2
2023-01-18,DL,759,N332NW,ATL,-6
2023-01-18,DL,967,N332NW,ATL,-6
2023-01-18,DL,972,N363NW,ATL,-6
2023-01-18,DL,1237,N339NB,MSP,-8
2023-01-18,DL,1442,N349NW,DTW,-1
2023-01-18,DL,2309,N342NW,MSP,-6
2023-01-18,DL,2436,N323NB,MSP,-8
2023-01-18,DL,2442,N126DU,MSP,-4
2023-01-18,DL,2476,N357DN,DTW,-3
2023-01-18,DL,2560,N371NB,MSP,-9
2023-01-18,DL,2676,N324DX,DTW,1
2023-01-18,DL,2832,N356NW,ATL,-8
2023-01-18,DL,2847,N338NW,DTW,-7
2023-01-18,DL,2849,N330NB,DTW,-10
2024-01-18,DL,330,N320US,ATL,-7
2024-01-18,DL,343,N326US,ATL,-5
2024-01-18,DL,380,N356NW,ATL,34
2024-01-18,DL,392,N702TW,LAX,1
2024-01-18,DL,410,N327NW,ATL,-7
2024-01-18,DL,426,N339NW,ATL,-1
2024-01-18,DL,455,N350NA,ATL,-3
2024-01-18,DL,507,N331NW,ATL,95
2024-01-18,DL,553,N542DE,SLC,0
2024-01-18,DL,832,N354NW,ATL,10
2024-01-18,DL,950,N327NW,ATL,3
2024-01-18,DL,1003,N333NW,MCO,-10
2024-01-18,DL,1019,N361NB,MSP,-8
2024-01-18,DL,1064,N359NB,MSP,-12
2024-01-18,DL,1085,N357NB,DTW,-13
2024-01-18,DL,1138,N370NB,MSP,-6
2024-01-18,DL,1193,N321NB,MSP,-7
2024-01-18,DL,1212,N373NW,ATL,8
2024-01-18,DL,1326,N316DU,DTW,30
2024-01-18,DL,1493,N365NW,MSP,-1
2024-01-18,DL,1534,N360NW,ATL,-1
2024-01-18,DL,1651,N362NW,DTW,-5
2024-01-18,DL,2351,N320US,MCO,-2
2024-01-18,DL,2576,N333NW,MIA,-1
2024-01-18,DL,2849,N302NB,DTW,16
2020-01-19,DL,832,N6704Z,SLC,-1
2020-01-19,DL,839,N331NW,ATL,-6
2020-01-19,DL,1139,N333NW,ATL,0
2020-01-19,DL,1167,N369DN,DTW,-1
2020-01-19,DL,1376,N342NB,MSP,-5
2020-01-19,DL,1421,N335NW,DTW,-4
2020-01-19,DL,1464,N384DN,MSP,-4
2020-01-19,DL,1539,N997AT,JFK,-6
2020-01-19,DL,1631,N712TW,LAX,-5
2020-01-19,DL,1764,N301NB,MSP,-3
2020-01-19,DL,1960,N362NB,DTW,23
2020-01-19,DL,1963,N344DN,ATL,-3
2020-01-19,DL,2086,N949AT,JFK,14
2020-01-19,DL,2349,N327DN,ATL,-2
2020-01-19,DL,2594,N363DN,ATL,-6
2020-01-19,DL,2602,N395DZ,ATL,-5
2020-01-19,DL,2799,N314DN,ATL,-7
2020-01-19,DL,2811,N355DN,ATL,-4
2020-01-19,DL,2945,N349NW,DTW,-7
2021-01-19,DL,317,N547US,LAX,-9
2021-01-19,DL,416,N333NW,ATL,-12
2021-01-19,DL,432,N320DN,ATL,-5
2021-01-19,DL,440,N317DN,ATL,-5
2021-01-19,DL,457,N359DN,ATL,-5
2021-01-19,DL,464,,ATL,0
2021-01-19,DL,476,N360NW,ATL,-8
2021-01-19,DL,777,N380DA,SLC,-8
2021-01-19,DL,1552,N334NW,MSP,-2
2021-01-19,DL,1559,N358DN,DTW,-4
2021-01-19,DL,2006,N336NB,DTW,-8
2021-01-19,DL,2226,N345NW,ATL,-7
2021-01-19,DL,2276,N349NB,DTW,-7
2021-01-19,DL,8783,,ATL,0
2021-01-19,DL,8785,N325DN,ATL,-5
2021-01-19,DL,8786,N375NC,MSP,-13
2022-01-19,DL,306,N340DN,ATL,-2
2022-01-19,DL,307,N390DN,ATL,-5
2022-01-19,DL,342,N710TW,LAX,-6
2022-01-19,DL,361,N111DC,ATL,-4
2022-01-19,DL,395,N312US,ATL,15
2022-01-19,DL,418,N313DN,ATL,72
2022-01-19,DL,457,N373NW,ATL,-3
2022-01-19,DL,459,N117DX,ATL,-5
2022-01-19,DL,464,N359NW,ATL,11
2022-01-19,DL,528,N370NW,ATL,-4
2022-01-19,DL,538,N344DN,ATL,-3
2022-01-19,DL,760,N667DN,SLC,-2
2022-01-19,DL,1343,N369NB,MSP,88
2022-01-19,DL,1530,N365NB,DTW,-8
2022-01-19,DL,1637,N103DU,DTW,-3
2022-01-19,DL,1740,N342NW,MSP,-11
2022-01-19,DL,2244,N306DN,MSP,8
2022-01-19,DL,2289,N335NB,MSP,-7
2022-01-19,DL,2623,N109DU,DTW,-7
2022-01-19,DL,2660,N104DN,ATL,-3
2022-01-19,DL,2675,N334NW,MSP,-7
2022-01-19,DL,2885,N134DU,DTW,0
2022-01-19,DL,2995,N351DN,DTW,-5
2023-01-19,DL,316,N371NW,ATL,20
2023-01-19,DL,380,N727TW,LAX,9
2023-01-19,DL,392,N375NC,ATL,-4
2023-01-19,DL,410,N375DN,ATL,-7
2023-01-19,DL,455,N332NW,ATL,14
2023-01-19,DL,513,N317US,ATL,-6
2023-01-19,DL,665,N337NW,ATL,3
2023-01-19,DL,683,N522DA,SLC,115
2023-01-19,DL,687,N363NW,ATL,34
2023-01-19,DL,759,N365NW,ATL,-7
2023-01-19,DL,967,N360NW,ATL,-7
2023-01-19,DL,972,N341NB,ATL,-7
2023-01-19,DL,1237,N336NB,MSP,-7
2023-01-19,DL,1442,N328NW,DTW,-6
2023-01-19,DL,2309,N345NW,MSP,-7
2023-01-19,DL,2436,N364NB,MSP,-5
2023-01-19,DL,2442,N117DU,MSP,38
2023-01-19,DL,2476,N369DN,DTW,-5
2023-01-19,DL,2560,N339NB,MSP,-16
2023-01-19,DL,2676,N119DN,DTW,44
2023-01-19,DL,2832,N370NB,ATL,123
2023-01-19,DL,2847,N349NW,DTW,-5
2023-01-19,DL,2849,N340NB,DTW,-6
2024-01-19,DL,330,N320US,ATL,174
2024-01-19,DL,343,N360NW,ATL,208
2024-01-19,DL,380,N355NB,ATL,17
2024-01-19,DL,392,N705TW,LAX,1
2024-01-19,DL,410,N350NA,ATL,118
2024-01-19,DL,426,N359NW,ATL,107
2024-01-19,DL,455,N358NW,ATL,158
2024-01-19,DL,507,N377NW,ATL,12
2024-01-19,DL,553,N527DE,SLC,21
2024-01-19,DL,832,N360NW,ATL,197
2024-01-19,DL,950,N359NW,ATL,67
2024-01-19,DL,1003,N363NW,MCO,119
2024-01-19,DL,1019,N321NB,MSP,26
2024-01-19,DL,1064,N361NB,MSP,27
2024-01-19,DL,1085,N302NB,DTW,119
2024-01-19,DL,1138,N349NB,MSP,30
2024-01-19,DL,1193,N345NB,MSP,101
2024-01-19,DL,1212,N350NA,ATL,17
2024-01-19,DL,1326,N945AT,DTW,59
2024-01-19,DL,1493,N351NW,MSP,69
2024-01-19,DL,1534,N360NW,ATL,254
2024-01-19,DL,1651,N326US,DTW,78
2024-01-19,DL,2351,N353NW,MCO,-2
2024-01-19,DL,2463,N363NW,MIA,107
2024-01-19,DL,2849,N342NB,DTW,59
2020-01-20,DL,431,N372NW,DTW,12
2020-01-20,DL,832,N6705Y,SLC,-7
2020-01-20,DL,839,N351NW,ATL,-6
2020-01-20,DL,952,N315DN,MSP,-2
2020-01-20,DL,1139,N382DN,ATL,-5
2020-01-20,DL,1167,N347DN,DTW,-4
2020-01-20,DL,1421,N323DN,DTW,-4
2020-01-20,DL,1464,N342NB,MSP,-6
2020-01-20,DL,1515,N368DN,MSP,-7
2020-01-20,DL,1631,N702TW,LAX,-10
2020-01-20,DL,1764,N343NB,MSP,14
2020-01-20,DL,1790,N608AT,DTW,6
2020-01-20,DL,1960,N349NW,DTW,-7
2020-01-20,DL,1963,N330DX,ATL,-3
2020-01-20,DL,2086,N930AT,JFK,-1
2020-01-20,DL,2238,N304DN,ATL,-8
2020-01-20,DL,2267,N336NB,DTW,-10
2020-01-20,DL,2349,N309DN,ATL,1
2020-01-20,DL,2409,N390DN,MSP,-1
2020-01-20,DL,2594,N366DX,ATL,-6
2020-01-20,DL,2602,N302DN,ATL,0
2020-01-20,DL,2638,N322DN,ATL,9
2020-01-20,DL,2799,N351DN,ATL,33
2020-01-20,DL,2811,N340DN,ATL,12
2020-01-20,DL,2909,N356DN,ATL,-8
2020-01-20,DL,2945,N359NW,DTW,-6
2021-01-20,DL,317,N541US,LAX,-6
2021-01-20,DL,416,N394DX,ATL,-7
2021-01-20,DL,432,N373DX,ATL,-17
2021-01-20,DL,440,N334NW,ATL,55
2021-01-20,DL,457,N312US,ATL,-7
2021-01-20,DL,464,N105DX,ATL,-9
2021-01-20,DL,777,N380DA,SLC,-8
2021-01-20,DL,1559,N359NB,DTW,-36
2021-01-20,DL,2006,N359NB,DTW,-7
2021-01-20,DL,2226,N355NW,ATL,-6
2021-01-20,DL,2276,N323NB,DTW,-6
2022-01-20,DL,306,N395DZ,ATL,-3
2022-01-20,DL,307,N337DN,ATL,-1
2022-01-20,DL,342,N702TW,LAX,-6
2022-01-20,DL,361,N326DN,ATL,-3
2022-01-20,DL,395,N353NW,ATL,-4
2022-01-20,DL,418,N117DX,ATL,22
2022-01-20,DL,457,N337NW,ATL,-11
2022-01-20,DL,459,N370DN,ATL,-4
2022-01-20,DL,464,N373NW,ATL,2
2022-01-20,DL,528,N377NW,ATL,-3
2022-01-20,DL,538,N301DV,ATL,1
2022-01-20,DL,760,N6712B,SLC,17
2022-01-20,DL,1343,N315NB,MSP,-7
2022-01-20,DL,1530,N333NW,DTW,65
2022-01-20,DL,1637,N108DN,DTW,-8
2022-01-20,DL,1740,N371NW,MSP,-9
2022-01-20,DL,2244,N394DX,MSP,-5
2022-01-20,DL,2289,N349NB,MSP,-8
2022-01-20,DL,2623,N132DU,DTW,-9
2022-01-20,DL,2660,N125DN,ATL,-13
2022-01-20,DL,2675,N334NW,MSP,-18
2022-01-20,DL,2885,N103DU,DTW,4
2022-01-20,DL,2995,N317DN,DTW,-4
2023-01-20,DL,316,N348NW,ATL,4
2023-01-20,DL,380,N702TW,LAX,-3
2023-01-20,DL,392,N344NW,ATL,20
2023-01-20,DL,410,N106DN,ATL,-1
2023-01-20,DL,455,N317US,ATL,23
2023-01-20,DL,513,N357NW,ATL,2
2023-01-20,DL,665,N336DX,ATL,50
2023-01-20,DL,683,N514DE,SLC,-1
2023-01-20,DL,687,N344DN,ATL,-5
2023-01-20,DL,759,N325US,ATL,13
2023-01-20,DL,967,N376NW,ATL,11
2023-01-20,DL,972,N317US,ATL,12
2023-01-20,DL,1237,N301NB,MSP,-7
2023-01-20,DL,1442,N368NW,DTW,-5
2023-01-20,DL,2309,N375NC,MSP,-7
2023-01-20,DL,2436,N347NB,MSP,2
2023-01-20,DL,2442,N362NW,MSP,252
2023-01-20,DL,2476,N343DN,DTW,0
2023-01-20,DL,2560,N319NB,MSP,-5
2023-01-20,DL,2676,N313DN,DTW,-10
2023-01-20,DL,2832,N361NW,ATL,38
2023-01-20,DL,2847,N328NW,DTW,-9
2023-01-20,DL,2849,N343NB,DTW,-1
2024-01-20,DL,330,N359NW,ATL,-2
2024-01-20,DL,359,N126DU,MSP,-2
2024-01-20,DL,380,N360NW,ATL,-1
2024-01-20,DL,392,N727TW,LAX,-1
2024-01-20,DL,410,N374NW,ATL,-6
2024-01-20,DL,426,N321US,ATL,0
2024-01-20,DL,455,N320US,ATL,-11
2024-01-20,DL,507,N374NW,ATL,-13
2024-01-20,DL,553,N101DQ,SLC,5
2024-01-20,DL,950,N360NW,ATL,2
2024-01-20,DL,1003,N353NW,MCO,-4
2024-01-20,DL,1193,N333NB,MSP,-13
2024-01-20,DL,1212,N353NW,ATL,0
2024-01-20,DL,1493,N356NW,MSP,-4
2024-01-20,DL,1651,N333NW,DTW,40
2024-01-20,DL,2351,N354NW,MCO,-3
2024-01-20,DL,2525,N378NW,ATL,-7
2024-01-20,DL,2576,N338NW,MIA,4
2020-01-21,DL,431,N345NW,DTW,-10
2020-01-21,DL,832,N697DL,SLC,0
2020-01-21,DL,839,N331NW,ATL,-7
2020-01-21,DL,952,N380DN,MSP,-5
2020-01-21,DL,1139,N342DN,ATL,-2
2020-01-21,DL,1167,N308DN,DTW,-6
2020-01-21,DL,1376,N334NB,MSP,-6
2020-01-21,DL,1421,N301DV,DTW,-5
2020-01-21,DL,1464,N360DN,MSP,-7
2020-01-21,DL,1515,N330DX,MSP,19
2020-01-21,DL,1631,N702TW,LAX,-9
2020-01-21,DL,1764,N315NB,MSP,-6
2020-01-21,DL,1790,N936AT,DTW,-6
2020-01-21,DL,1960,N334NW,DTW,-8
2020-01-21,DL,1963,N307DX,ATL,-2
2020-01-21,DL,2086,N972AT,JFK,-7
2020-01-21,DL,2238,N328DN,ATL,-4
2020-01-21,DL,2267,N369NB,DTW,-2
2020-01-21,DL,2349,N379DN,ATL,-5
2020-01-21,DL,2409,N343DN,MSP,-5
2020-01-21,DL,2594,N364DX,ATL,-3
2020-01-21,DL,2595,N361NW,ATL,-5
2020-01-21,DL,2602,N370DN,ATL,-2
2020-01-21,DL,2638,N378DN,ATL,-6
2020-01-21,DL,2799,N336DX,ATL,-5
2020-01-21,DL,2811,N350DN,ATL,-7
2020-01-21,DL,2909,N377DN,ATL,-11
2020-01-21,DL,2945,N359NW,DTW,-7
2021-01-21,DL,317,N539US,LAX,-7
2021-01-21,DL,416,N360DN,ATL,-5
2021-01-21,DL,432,N369DN,ATL,-4
2021-01-21,DL,440,N394DX,ATL,-7
2021-01-21,DL,457,N357DN,ATL,-4
2021-01-21,DL,476,N397DN,ATL,-6
2021-01-21,DL,777,N380DA,SLC,-6
2021-01-21,DL,1450,N364NW,MSP,-10
2021-01-21,DL,1559,N335NB,DTW,-7
2021-01-21,DL,2006,N335NB,DTW,-6
2021-01-21,DL,2226,N363NW,ATL,-10
2021-01-21,DL,2276,N354NB,DTW,-10
2021-01-21,DL,8785,N342DN,ATL,-10
2021-01-21,DL,8786,N392DN,MSP,-3
2022-01-21,DL,306,N304DN,ATL,-4
2022-01-21,DL,307,N322DN,ATL,-7
2022-01-21,DL,342,N712TW,LAX,-1
2022-01-21,DL,361,N355DN,ATL,-3
2022-01-21,DL,395,N340NB,ATL,-6
2022-01-21,DL,418,N307DX,ATL,-5
2022-01-21,DL,457,N332NW,ATL,0
2022-01-21,DL,459,N113DX,ATL,-1
2022-01-21,DL,464,N379DN,ATL,-4
2022-01-21,DL,528,N365NW,ATL,-3
2022-01-21,DL,538,N348DN,ATL,-10
2022-01-21,DL,760,N6712B,SLC,6
2022-01-21,DL,1343,N335NB,MSP,9
2022-01-21,DL,1530,N331NW,DTW,-2
2022-01-21,DL,1637,N306DN,DTW,-12
2022-01-21,DL,1740,N343NB,MSP,-3
2022-01-21,DL,2244,N301DV,MSP,-5
2022-01-21,DL,2289,N355NB,MSP,-4
2022-01-21,DL,2623,N108DQ,DTW,-5
2022-01-21,DL,2660,N315DN,ATL,-1
2022-01-21,DL,2675,N348NW,MSP,-3
2022-01-21,DL,2885,N111NG,DTW,228
2022-01-21,DL,2995,N338DN,DTW,-7
2023-01-21,DL,316,N361NW,ATL,-1
2023-01-21,DL,380,N722TW,LAX,-2
2023-01-21,DL,410,N121DZ,ATL,341
2023-01-21,DL,455,N361NW,ATL,-2
2023-01-21,DL,513,N341NW,ATL,-8
2023-01-21,DL,665,N317US,ATL,-6
2023-01-21,DL,683,N508DA,SLC,-4
2023-01-21,DL,759,N363NW,ATL,-5
2023-01-21,DL,967,N368NW,ATL,284
2023-01-21,DL,972,N325US,ATL,-3
2023-01-21,DL,1237,N371NB,MSP,-5
2023-01-21,DL,1442,N366NW,DTW,-6
2023-01-21,DL,2309,N337NW,MSP,-6
2023-01-21,DL,2436,N337NB,MSP,-6
2023-01-21,DL,2442,N308DU,MSP,55
2023-01-21,DL,2476,N364DX,DTW,-3
2023-01-21,DL,2560,N105DX,MSP,45
2023-01-21,DL,2832,N351NW,ATL,-8
2023-01-21,DL,2847,N334NW,DTW,-7
2023-01-21,DL,2849,N325NB,DTW,-7
2024-01-21,DL,330,N323US,ATL,-4
2024-01-21,DL,343,N324US,ATL,-6
2024-01-21,DL,380,N354NW,ATL,12
2024-01-21,DL,392,N702TW,LAX,28
2024-01-21,DL,410,N354NW,ATL,-8
2024-01-21,DL,426,N358NW,ATL,26
2024-01-21,DL,455,N360NW,ATL,-4
2024-01-21,DL,507,N345NW,ATL,-3
2024-01-21,DL,553,N515DE,SLC,-3
2024-01-21,DL,832,N319US,ATL,14
2024-01-21,DL,950,N354NW,ATL,11
2024-01-21,DL,1003,N351NW,MCO,-2
2024-01-21,DL,1019,N360NB,MSP,12
2024-01-21,DL,1064,N360NB,MSP,-7
2024-01-21,DL,1085,N362NB,DTW,-7
2024-01-21,DL,1138,N349NB,MSP,117
2024-01-21,DL,1193,N325NB,MSP,-11
2024-01-21,DL,1212,N375NC,ATL,9
2024-01-21,DL,1326,N311DU,DTW,-7
2024-01-21,DL,1493,N336NW,MSP,-8
2024-01-21,DL,1534,N319US,ATL,5
2024-01-21,DL,1651,N328NW,DTW,19
2024-01-21,DL,2351,N325US,MCO,6
2024-01-21,DL,2463,N324US,MIA,-7
2024-01-21,DL,2849,N358NB,DTW,-1
2020-01-22,DL,431,N363NW,DTW,-6
2020-01-22,DL,832,N6716C,SLC,5
2020-01-22,DL,839,N350NA,ATL,48
2020-01-22,DL,952,N348DN,MSP,-6
2020-01-22,DL,1139,N378DN,ATL,49
2020-01-22,DL,1167,N382DN,DTW,-4
2020-01-22,DL,1376,N316NB,MSP,-6
2020-01-22,DL,1421,N313DN,DTW,-8
2020-01-22,DL,1464,N346NB,MSP,-7
2020-01-22,DL,1515,N315DN,MSP,36
2020-01-22,DL,1631,N712TW,LAX,-8
2020-01-22,DL,1764,N320NB,MSP,-4
2020-01-22,DL,1790,N995AT,DTW,-6
2020-01-22,DL,1960,N378NW,DTW,-6
2020-01-22,DL,1963,N328DN,ATL,-1
2020-01-22,DL,2086,N923AT,JFK,-3
2020-01-22,DL,2238,N317DN,ATL,6
2020-01-22,DL,2267,N315NB,DTW,5
2020-01-22,DL,2349,N331DN,ATL,-3
2020-01-22,DL,2409,N350DN,MSP,-5
2020-01-22,DL,2594,N344DN,ATL,-5
2020-01-22,DL,2595,N372NW,ATL,4
2020-01-22,DL,2602,N368DN,ATL,-6
2020-01-22,DL,2638,N314DN,ATL,-8
2020-01-22,DL,2799,N327DN,ATL,-4
2020-01-22,DL,2811,N341DN,ATL,-8
2020-01-22,DL,2909,N330DX,ATL,-9
2020-01-22,DL,2945,N359NW,DTW,-6
2021-01-22,DL,317,N543US,LAX,-10
2021-01-22,DL,416,N355DN,ATL,-6
2021-01-22,DL,432,N389DN,ATL,-8
2021-01-22,DL,440,N349NW,ATL,-6
2021-01-22,DL,457,N368NW,ATL,-6
2021-01-22,DL,464,N362DN,ATL,-7
2021-01-22,DL,476,N329DN,ATL,-10
2021-01-22,DL,777,N387DA,SLC,-3
2021-01-22,DL,1405,N337NW,MSP,-10
2021-01-22,DL,1559,N341NB,DTW,-13
2021-01-22,DL,2006,N341NB,DTW,-4
2021-01-22,DL,2226,N349NW,ATL,-1
2021-01-22,DL,2276,N349NB,DTW,-13
2022-01-22,DL,306,N120DN,ATL,-10
2022-01-22,DL,307,N309DN,ATL,-5
2022-01-22,DL,342,N702TW,LAX,2
2022-01-22,DL,361,N302DN,ATL,-2
2022-01-22,DL,418,N372DN,ATL,-8
2022-01-22,DL,457,N317US,ATL,0
2022-01-22,DL,459,N371DN,ATL,-4
2022-01-22,DL,464,N332NW,ATL,-7
2022-01-22,DL,528,N370NW,ATL,-6
2022-01-22,DL,538,N320DN,ATL,-4
2022-01-22,DL,760,N6716C,SLC,-3
2022-01-22,DL,1343,N336NB,MSP,-13
2022-01-22,DL,1530,N361NB,DTW,-6
2022-01-22,DL,1637,N116DU,DTW,104
2022-01-22,DL,1740,N343NB,MSP,-5
2022-01-22,DL,2244,N129DN,MSP,-8
2022-01-22,DL,2289,N355NB,MSP,-5
2022-01-22,DL,2623,N131DU,DTW,-8
2022-01-22,DL,2660,N392DN,ATL,6
2022-01-22,DL,2675,N371NW,MSP,3
2022-01-22,DL,2885,N120DU,DTW,18
2022-01-22,DL,2995,N339NB,DTW,-6
2023-01-22,DL,316,N325US,ATL,-4
2023-01-22,DL,380,N722TW,LAX,5
2023-01-22,DL,410,N337NW,ATL,-8
2023-01-22,DL,455,N350NA,ATL,41
2023-01-22,DL,513,N365NW,ATL,-6
2023-01-22,DL,665,N114DN,ATL,15
2023-01-22,DL,683,N506DA,SLC,73
2023-01-22,DL,687,N326DN,ATL,-4
2023-01-22,DL,759,N337NW,ATL,83
2023-01-22,DL,967,N332NW,ATL,-3
2023-01-22,DL,972,N335NB,ATL,-8
2023-01-22,DL,1237,N362NB,MSP,-7
2023-01-22,DL,1442,N324US,DTW,16
2023-01-22,DL,2309,N354NW,MSP,-5
2023-01-22,DL,2436,N324NB,MSP,21
2023-01-22,DL,2442,N345NW,MSP,55
2023-01-22,DL,2476,N327DN,DTW,-4
2023-01-22,DL,2560,N368NW,MSP,-5
2023-01-22,DL,2676,N353DN,DTW,121
2023-01-22,DL,2832,N333NW,ATL,-3
2023-01-22,DL,2847,N348NW,DTW,57
2023-01-22,DL,2849,N358NB,DTW,123
2024-01-22,DL,330,N327NW,ATL,-2
2024-01-22,DL,343,N325US,ATL,7
2024-01-22,DL,380,N354NW,ATL,-6
2024-01-22,DL,392,N717TW,LAX,-1
2024-01-22,DL,410,N354NW,ATL,6
2024-01-22,DL,426,N344NW,ATL,14
2024-01-22,DL,455,N364NW,ATL,27
2024-01-22,DL,507,N331NW,ATL,-6
2024-01-22,DL,553,N515DE,SLC,0
2024-01-22,DL,832,N349NW,ATL,-6
2024-01-22,DL,950,N354NW,ATL,-2
2024-01-22,DL,1003,N349NW,MCO,-1
2024-01-22,DL,1019,N360NB,MSP,-6
2024-01-22,DL,1064,N360NB,MSP,-7
2024-01-22,DL,1085,N358NB,DTW,-5
2024-01-22,DL,1138,N361NB,MSP,-3
2024-01-22,DL,1193,N325NB,MSP,-11
2024-01-22,DL,1212,N325US,ATL,-3
2024-01-22,DL,1326,N310DU,DTW,14
2024-01-22,DL,1493,N360NW,MSP,-1
2024-01-22,DL,1651,N345NW,DTW,27
2024-01-22,DL,2351,N330NW,MCO,2
2024-01-22,DL,2525,N349NW,ATL,-8
2024-01-22,DL,2576,N368NW,MIA,28
2024-01-22,DL,2849,N316NB,DTW,-5
2020-01-23,DL,431,N376NW,DTW,-6
2020-01-23,DL,832,N6708D,SLC,-3
2020-01-23,DL,839,N359NW,ATL,-7
2020-01-23,DL,952,N324DX,MSP,-1
2020-01-23,DL,1139,N314DN,ATL,-1
2020-01-23,DL,1167,N342DN,DTW,-2
2020-01-23,DL,1376,N345NB,MSP,-11
2020-01-23,DL,1421,N384DN,DTW,-7
2020-01-23,DL,1464,N331NB,MSP,0
2020-01-23,DL,1515,N361DN,MSP,-7
2020-01-23,DL,1631,N721TW,LAX,5
2020-01-23,DL,1764,N316NB,MSP,-5
2020-01-23,DL,1790,N607AT,DTW,93
2020-01-23,DL,1960,N345NW,DTW,-9
2020-01-23,DL,1963,N395DZ,ATL,-2
2020-01-23,DL,2086,N915AT,JFK,-10
2020-01-23,DL,2238,N350DN,ATL,-1
2020-01-23,DL,2267,N327NB,DTW,2
2020-01-23,DL,2349,N301DV,ATL,-2
2020-01-23,DL,2409,N344DN,MSP,-1
2020-01-23,DL,2594,N333DX,ATL,4
2020-01-23,DL,2595,N368NW,ATL,-7
2020-01-23,DL,2602,N341DN,ATL,1
2020-01-23,DL,2638,N309US,ATL,146
2020-01-23,DL,2799,N343DN,ATL,-1
2020-01-23,DL,2811,N327DN,ATL,5
2020-01-23,DL,2909,N306DN,ATL,20
2020-01-23,DL,2945,N320US,DTW,-2
2021-01-23,DL,317,N538US,LAX,-6
2021-01-23,DL,416,N385DZ,ATL,-6
2021-01-23,DL,432,N315DN,ATL,-5
2021-01-23,DL,440,N363NW,ATL,-5
2021-01-23,DL,457,N378NW,ATL,-7
2021-01-23,DL,464,N305DN,ATL,-6
2021-01-23,DL,777,N380DA,SLC,-6
2021-01-23,DL,1559,N333NB,DTW,-8
2021-01-23,DL,2006,N363NB,DTW,-5
2021-01-23,DL,2226,N344NW,ATL,-7
2022-01-23,DL,306,N350DN,ATL,-3
2022-01-23,DL,307,N333DX,ATL,-2
2022-01-23,DL,342,N712TW,LAX,-2
2022-01-23,DL,361,N371DN,ATL,-6
2022-01-23,DL,395,N369NW,ATL,-8
2022-01-23,DL,418,N308DN,ATL,17
2022-01-23,DL,459,N344DN,ATL,-6
2022-01-23,DL,464,N339NW,ATL,1
2022-01-23,DL,528,N317US,ATL,3
2022-01-23,DL,538,N392DN,ATL,-6
2022-01-23,DL,760,N688DL,SLC,-5
2022-01-23,DL,1343,N319NB,MSP,-8
